file_id,audio_path,transcript,is_valid,channels,sample_rate,duration_sec,error
SWH-05-20101111_emission_swahili_05h30_-_06h00_tu_20101111_part121,data\raw\audio\SWH-05-20101111_emission_swahili_05h30_-_06h00_tu_20101111_part121.wav,anania aaa nini awamu ya,True,1,16000,2.43,
SWH-05-20101111_emission_swahili_05h30_-_06h00_tu_20101111_part122,data\raw\audio\SWH-05-20101111_emission_swahili_05h30_-_06h00_tu_20101111_part122.wav,sasa nafikiri anataka,True,1,16000,2.54,
SWH-05-20101111_emission_swahili_05h30_-_06h00_tu_20101111_part123,data\raw\audio\SWH-05-20101111_emission_swahili_05h30_-_06h00_tu_20101111_part123.wav,nini aa wasishambuliwe na raia lakini sasa ame wa,True,1,16000,3.93,
SWH-05-20101111_emission_swahili_05h30_-_06h00_tu_20101111_part124,data\raw\audio\SWH-05-20101111_emission_swahili_05h30_-_06h00_tu_20101111_part124.wav,zao katika nafasi zao daktari unapoona kwamba hao ni mawaziri ambao wamepoteza,True,1,16000,4.66,
SWH-05-20101111_emission_swahili_05h30_-_06h00_tu_20101111_part125,data\raw\audio\SWH-05-20101111_emission_swahili_05h30_-_06h00_tu_20101111_part125.wav,pigo kuu katika serikalini kwamba chama cha nrm,True,1,16000,2.67,
SWH-05-20101111_emission_swahili_05h30_-_06h00_tu_20101111_part126,data\raw\audio\SWH-05-20101111_emission_swahili_05h30_-_06h00_tu_20101111_part126.wav,unakiona kwamba labda mwakani kitakua namna gani,True,1,16000,2.74,
SWH-05-20101111_emission_swahili_05h30_-_06h00_tu_20101111_part127,data\raw\audio\SWH-05-20101111_emission_swahili_05h30_-_06h00_tu_20101111_part127.wav,au mle ndani mwa nrm kunanini kuna migogoro ama watu wamaishi pamoja ama wako namna gani hawa wanachama wa nrm,True,1,16000,5.67,
SWH-05-20101111_emission_swahili_05h30_-_06h00_tu_20101111_part128,data\raw\audio\SWH-05-20101111_emission_swahili_05h30_-_06h00_tu_20101111_part128.wav,afisa mkuu anayepata nafasi ya kula,True,1,16000,2.51,
SWH-05-20101111_emission_swahili_05h30_-_06h00_tu_20101111_part129,data\raw\audio\SWH-05-20101111_emission_swahili_05h30_-_06h00_tu_20101111_part129.wav,ufisadi ni mwingi sana ndani ya chama,True,1,16000,2.16,
SWH-05-20101111_emission_swahili_05h30_-_06h00_tu_20101111_part13,data\raw\audio\SWH-05-20101111_emission_swahili_05h30_-_06h00_tu_20101111_part13.wav,karibu msikilizaji popote pale ulipo jina langu ni victor abuso na tunaaza na,True,1,16000,6.15,
SWH-05-20101111_emission_swahili_05h30_-_06h00_tu_20101111_part130,data\raw\audio\SWH-05-20101111_emission_swahili_05h30_-_06h00_tu_20101111_part130.wav,kwa hivyo mwengine ambaye hajapata chakula,True,1,16000,2.35,
SWH-05-20101111_emission_swahili_05h30_-_06h00_tu_20101111_part131,data\raw\audio\SWH-05-20101111_emission_swahili_05h30_-_06h00_tu_20101111_part131.wav,kuna magombano magombano kila wakati,True,1,16000,2.53,
SWH-05-20101111_emission_swahili_05h30_-_06h00_tu_20101111_part132,data\raw\audio\SWH-05-20101111_emission_swahili_05h30_-_06h00_tu_20101111_part132.wav,aaa nani mgombea kiti cha urais,True,1,16000,2.4,
SWH-05-20101111_emission_swahili_05h30_-_06h00_tu_20101111_part133,data\raw\audio\SWH-05-20101111_emission_swahili_05h30_-_06h00_tu_20101111_part133.wav,imekita mizizi sana katika chama cha nrm,True,1,16000,2.71,
SWH-05-20101111_emission_swahili_05h30_-_06h00_tu_20101111_part134,data\raw\audio\SWH-05-20101111_emission_swahili_05h30_-_06h00_tu_20101111_part134.wav,<UNK> mkutano wa jumuiya ya madola chogum ambao ulikuwa pamoja,True,1,16000,2.36,
SWH-05-20101111_emission_swahili_05h30_-_06h00_tu_20101111_part135,data\raw\audio\SWH-05-20101111_emission_swahili_05h30_-_06h00_tu_20101111_part135.wav,inaweza kuwa kwamba labda ufisadi ndio iliowafanya pia hao mawaziri wakapoteza,True,1,16000,3.36,
SWH-05-20101111_emission_swahili_05h30_-_06h00_tu_20101111_part136,data\raw\audio\SWH-05-20101111_emission_swahili_05h30_-_06h00_tu_20101111_part136.wav,hasa mwenyekiti mwenyewe rais museveni amejaribu sana kuu,True,1,16000,4.12,
SWH-05-20101111_emission_swahili_05h30_-_06h00_tu_20101111_part137,data\raw\audio\SWH-05-20101111_emission_swahili_05h30_-_06h00_tu_20101111_part137.wav,ona hawapati matatizo makubwa sana ya kuwafanya,True,1,16000,4.05,
SWH-05-20101111_emission_swahili_05h30_-_06h00_tu_20101111_part138,data\raw\audio\SWH-05-20101111_emission_swahili_05h30_-_06h00_tu_20101111_part138.wav,wapoteze nafasi zao katika chama cha nrm,True,1,16000,2.6,
SWH-05-20101111_emission_swahili_05h30_-_06h00_tu_20101111_part139,data\raw\audio\SWH-05-20101111_emission_swahili_05h30_-_06h00_tu_20101111_part139.wav,wale ambao niwafadhili waliotupatia pesa hizo cha chogum,True,1,16000,4.21,
SWH-05-20101111_emission_swahili_05h30_-_06h00_tu_20101111_part14,data\raw\audio\SWH-05-20101111_emission_swahili_05h30_-_06h00_tu_20101111_part14.wav,mkutano mkuu wa g20 ambao ni mkutano wa mataifa yenye nguvu ya kiuchumi duniani g20,True,1,16000,4.18,
SWH-05-20101111_emission_swahili_05h30_-_06h00_tu_20101111_part140,data\raw\audio\SWH-05-20101111_emission_swahili_05h30_-_06h00_tu_20101111_part140.wav,<UNK> wizi uliouwazi kabisa,True,1,16000,2.23,
SWH-05-20101111_emission_swahili_05h30_-_06h00_tu_20101111_part141,data\raw\audio\SWH-05-20101111_emission_swahili_05h30_-_06h00_tu_20101111_part141.wav,kuonekana kwa hata mtoto mdogo,True,1,16000,2.42,
SWH-05-20101111_emission_swahili_05h30_-_06h00_tu_20101111_part142,data\raw\audio\SWH-05-20101111_emission_swahili_05h30_-_06h00_tu_20101111_part142.wav,wapelekwe jela,True,1,16000,2.29,
SWH-05-20101111_emission_swahili_05h30_-_06h00_tu_20101111_part143,data\raw\audio\SWH-05-20101111_emission_swahili_05h30_-_06h00_tu_20101111_part143.wav,jijini kampala uganda na ni wakati wa gurudumu la uchumi na zuhra,True,1,16000,4.1,
SWH-05-20101111_emission_swahili_05h30_-_06h00_tu_20101111_part144,data\raw\audio\SWH-05-20101111_emission_swahili_05h30_-_06h00_tu_20101111_part144.wav,<music>,True,1,16000,5.84,
SWH-05-20101111_emission_swahili_05h30_-_06h00_tu_20101111_part145,data\raw\audio\SWH-05-20101111_emission_swahili_05h30_-_06h00_tu_20101111_part145.wav,<music>,True,1,16000,4.3,
SWH-05-20101111_emission_swahili_05h30_-_06h00_tu_20101111_part146,data\raw\audio\SWH-05-20101111_emission_swahili_05h30_-_06h00_tu_20101111_part146.wav,mkutano ambao unadhaminiwa na shirika la umoja wa mataifa,True,1,16000,3.13,
SWH-05-20101111_emission_swahili_05h30_-_06h00_tu_20101111_part147,data\raw\audio\SWH-05-20101111_emission_swahili_05h30_-_06h00_tu_20101111_part147.wav,linalo shughulikia maswala ya maendeleo yaani,True,1,16000,2.49,
SWH-05-20101111_emission_swahili_05h30_-_06h00_tu_20101111_part148,data\raw\audio\SWH-05-20101111_emission_swahili_05h30_-_06h00_tu_20101111_part148.wav,mkutano huo pia msikilizaji unahudhuriwa na wataalam mbali mbali kutoka jumuiya ya maendeleo kwa nchi za maziwa makuu,True,1,16000,5.93,
SWH-05-20101111_emission_swahili_05h30_-_06h00_tu_20101111_part149,data\raw\audio\SWH-05-20101111_emission_swahili_05h30_-_06h00_tu_20101111_part149.wav,wasomi kutoka sekta za maendeleo vijijini,True,1,16000,2.56,
SWH-05-20101111_emission_swahili_05h30_-_06h00_tu_20101111_part15,data\raw\audio\SWH-05-20101111_emission_swahili_05h30_-_06h00_tu_20101111_part15.wav,umetanguliwa na vita vya maneno saa chache kabla ya kuanza rasmi,True,1,16000,3.31,
SWH-05-20101111_emission_swahili_05h30_-_06h00_tu_20101111_part150,data\raw\audio\SWH-05-20101111_emission_swahili_05h30_-_06h00_tu_20101111_part150.wav,hali kadhalika wawakilishi kutoka nchi mbalimbali,True,1,16000,3.14,
SWH-05-20101111_emission_swahili_05h30_-_06h00_tu_20101111_part151,data\raw\audio\SWH-05-20101111_emission_swahili_05h30_-_06h00_tu_20101111_part151.wav,mwezangu rubeun lukumbuka amezungumza na washiriki wa mkutano huo,True,1,16000,3.54,
SWH-05-20101111_emission_swahili_05h30_-_06h00_tu_20101111_part152,data\raw\audio\SWH-05-20101111_emission_swahili_05h30_-_06h00_tu_20101111_part152.wav,alimuliza julian kaluku kahoja gavana wa kivu kaskazini,True,1,16000,4.18,
SWH-05-20101111_emission_swahili_05h30_-_06h00_tu_20101111_part153,data\raw\audio\SWH-05-20101111_emission_swahili_05h30_-_06h00_tu_20101111_part153.wav,na alitaka kufahamu nini madhumuni,True,1,16000,2.55,
SWH-05-20101111_emission_swahili_05h30_-_06h00_tu_20101111_part154,data\raw\audio\SWH-05-20101111_emission_swahili_05h30_-_06h00_tu_20101111_part154.wav,ya umaskini na ndiyo maana tumeamua ya kwamba kikao kama hiki,True,1,16000,4.19,
SWH-05-20101111_emission_swahili_05h30_-_06h00_tu_20101111_part155,data\raw\audio\SWH-05-20101111_emission_swahili_05h30_-_06h00_tu_20101111_part155.wav,kitatuwezesha tuangalie ni nini inaweza,True,1,16000,2.92,
SWH-05-20101111_emission_swahili_05h30_-_06h00_tu_20101111_part156,data\raw\audio\SWH-05-20101111_emission_swahili_05h30_-_06h00_tu_20101111_part156.wav,tufaidisha ilitutoke ndani ya umaskini ambao tunakua,True,1,16000,3.17,
SWH-05-20101111_emission_swahili_05h30_-_06h00_tu_20101111_part157,data\raw\audio\SWH-05-20101111_emission_swahili_05h30_-_06h00_tu_20101111_part157.wav,<music>,True,1,16000,2.27,
SWH-05-20101111_emission_swahili_05h30_-_06h00_tu_20101111_part158,data\raw\audio\SWH-05-20101111_emission_swahili_05h30_-_06h00_tu_20101111_part158.wav,ya maendeleo na maendeleo inatoka wakati uchumi nao,True,1,16000,3.72,
SWH-05-20101111_emission_swahili_05h30_-_06h00_tu_20101111_part159,data\raw\audio\SWH-05-20101111_emission_swahili_05h30_-_06h00_tu_20101111_part159.wav,na ndio maana tuliweza kualika hata wengine wa,True,1,16000,2.83,
SWH-05-20101111_emission_swahili_05h30_-_06h00_tu_20101111_part16,data\raw\audio\SWH-05-20101111_emission_swahili_05h30_-_06h00_tu_20101111_part16.wav,huku korea kusini mwandishi wetu zuhra mwera anataarifa zaidi,True,1,16000,3.52,
SWH-05-20101111_emission_swahili_05h30_-_06h00_tu_20101111_part160,data\raw\audio\SWH-05-20101111_emission_swahili_05h30_-_06h00_tu_20101111_part160.wav,wa ministry <music>,True,1,16000,5.77,
SWH-05-20101111_emission_swahili_05h30_-_06h00_tu_20101111_part161,data\raw\audio\SWH-05-20101111_emission_swahili_05h30_-_06h00_tu_20101111_part161.wav,lakini ni changamoto gani zinazowakabili wakulima,True,1,16000,2.94,
SWH-05-20101111_emission_swahili_05h30_-_06h00_tu_20101111_part162,data\raw\audio\SWH-05-20101111_emission_swahili_05h30_-_06h00_tu_20101111_part162.wav,nafikiri problem eee,True,1,16000,2.79,
SWH-05-20101111_emission_swahili_05h30_-_06h00_tu_20101111_part163,data\raw\audio\SWH-05-20101111_emission_swahili_05h30_-_06h00_tu_20101111_part163.wav,yenye kuwa katika hii province,True,1,16000,2.97,
SWH-05-20101111_emission_swahili_05h30_-_06h00_tu_20101111_part164,data\raw\audio\SWH-05-20101111_emission_swahili_05h30_-_06h00_tu_20101111_part164.wav,watu wanafuga lakini pigo,True,1,16000,2.82,
SWH-05-20101111_emission_swahili_05h30_-_06h00_tu_20101111_part165,data\raw\audio\SWH-05-20101111_emission_swahili_05h30_-_06h00_tu_20101111_part165.wav,kama barabara hakuna hakuna maendeleo,True,1,16000,2.5,
SWH-05-20101111_emission_swahili_05h30_-_06h00_tu_20101111_part166,data\raw\audio\SWH-05-20101111_emission_swahili_05h30_-_06h00_tu_20101111_part166.wav,na kwa upande wako kama mfugaji ungependa labda mkutano huu ungewapatia nini kama matumaini,True,1,16000,5.86,
SWH-05-20101111_emission_swahili_05h30_-_06h00_tu_20101111_part167,data\raw\audio\SWH-05-20101111_emission_swahili_05h30_-_06h00_tu_20101111_part167.wav,miaka kumi na nne ilikuwa vita sasa watu wanaaza kazi,True,1,16000,3.33,
SWH-05-20101111_emission_swahili_05h30_-_06h00_tu_20101111_part168,data\raw\audio\SWH-05-20101111_emission_swahili_05h30_-_06h00_tu_20101111_part168.wav,nor kivu watu wa nor kivu wako na pingamizi,True,1,16000,3.17,
SWH-05-20101111_emission_swahili_05h30_-_06h00_tu_20101111_part169,data\raw\audio\SWH-05-20101111_emission_swahili_05h30_-_06h00_tu_20101111_part169.wav,ndio sisi tutaendelea <music>,True,1,16000,3.89,
SWH-05-20101111_emission_swahili_05h30_-_06h00_tu_20101111_part17,data\raw\audio\SWH-05-20101111_emission_swahili_05h30_-_06h00_tu_20101111_part17.wav,juu ya namna ya kukabiliana na uchumi unaosuasua,True,1,16000,2.95,
SWH-05-20101111_emission_swahili_05h30_-_06h00_tu_20101111_part170,data\raw\audio\SWH-05-20101111_emission_swahili_05h30_-_06h00_tu_20101111_part170.wav,na ni nini wanaweza kutushauria ili na sisi,True,1,16000,2.29,
SWH-05-20101111_emission_swahili_05h30_-_06h00_tu_20101111_part171,data\raw\audio\SWH-05-20101111_emission_swahili_05h30_-_06h00_tu_20101111_part171.wav,tuwezi kuendelea katika mfumo huu wa kujenga <music>,True,1,16000,5.83,
SWH-05-20101111_emission_swahili_05h30_-_06h00_tu_20101111_part172,data\raw\audio\SWH-05-20101111_emission_swahili_05h30_-_06h00_tu_20101111_part172.wav,kama ndiyo kwanza unajiunga nasi msikilizaji hewani ni makala ya gurudumu la uchumi na hii,True,1,16000,5.48,
SWH-05-20101111_emission_swahili_05h30_-_06h00_tu_20101111_part173,data\raw\audio\SWH-05-20101111_emission_swahili_05h30_-_06h00_tu_20101111_part173.wav,ya redio france international,True,1,16000,4.09,
SWH-05-20101111_emission_swahili_05h30_-_06h00_tu_20101111_part174,data\raw\audio\SWH-05-20101111_emission_swahili_05h30_-_06h00_tu_20101111_part174.wav,zitakazofuatiwa ilikuhakikisha uchumi wa congo unainuka,True,1,16000,4.03,
SWH-05-20101111_emission_swahili_05h30_-_06h00_tu_20101111_part175,data\raw\audio\SWH-05-20101111_emission_swahili_05h30_-_06h00_tu_20101111_part175.wav,<UNK> kama percentage kama themanini,True,1,16000,4.57,
SWH-05-20101111_emission_swahili_05h30_-_06h00_tu_20101111_part176,data\raw\audio\SWH-05-20101111_emission_swahili_05h30_-_06h00_tu_20101111_part176.wav,wakati vita ilikua mazingira iliharibika sana,True,1,16000,2.7,
SWH-05-20101111_emission_swahili_05h30_-_06h00_tu_20101111_part177,data\raw\audio\SWH-05-20101111_emission_swahili_05h30_-_06h00_tu_20101111_part177.wav,hata hivi watu hivi wanaanza kupima kurudia kwao kwenye walitoka,True,1,16000,3.84,
SWH-05-20101111_emission_swahili_05h30_-_06h00_tu_20101111_part178,data\raw\audio\SWH-05-20101111_emission_swahili_05h30_-_06h00_tu_20101111_part178.wav,kujenga manyumba kutafuta kuni ni <UNK>,True,1,16000,3.75,
SWH-05-20101111_emission_swahili_05h30_-_06h00_tu_20101111_part179,data\raw\audio\SWH-05-20101111_emission_swahili_05h30_-_06h00_tu_20101111_part179.wav,<UNK>,True,1,16000,3.27,
SWH-05-20101111_emission_swahili_05h30_-_06h00_tu_20101111_part18,data\raw\audio\SWH-05-20101111_emission_swahili_05h30_-_06h00_tu_20101111_part18.wav,unaozindishwa na mzozo wa sarafu baina ya marekani na china,True,1,16000,3.54,
SWH-05-20101111_emission_swahili_05h30_-_06h00_tu_20101111_part180,data\raw\audio\SWH-05-20101111_emission_swahili_05h30_-_06h00_tu_20101111_part180.wav,ifaidikie <UNK>,True,1,16000,2.2,
SWH-05-20101111_emission_swahili_05h30_-_06h00_tu_20101111_part181,data\raw\audio\SWH-05-20101111_emission_swahili_05h30_-_06h00_tu_20101111_part181.wav,mkutano wa maendeleo onaofanyika nchini humo mkutano iliodhaminiwa na shirika la umoja wa mataifa,True,1,16000,5.7,
SWH-05-20101111_emission_swahili_05h30_-_06h00_tu_20101111_part182,data\raw\audio\SWH-05-20101111_emission_swahili_05h30_-_06h00_tu_20101111_part182.wav,linalo shughulikia maendeleo yaani undp,True,1,16000,3.25,
SWH-05-20101111_emission_swahili_05h30_-_06h00_tu_20101111_part183,data\raw\audio\SWH-05-20101111_emission_swahili_05h30_-_06h00_tu_20101111_part183.wav,sukrani sana kwako msikilizaji kwa kututegea sikio na mpaka wakati mwengine kunakusihi uendelee kusikiliza,True,1,16000,6.05,
SWH-05-20101111_emission_swahili_05h30_-_06h00_tu_20101111_part184,data\raw\audio\SWH-05-20101111_emission_swahili_05h30_-_06h00_tu_20101111_part184.wav,<music>,True,1,16000,2.59,
SWH-05-20101111_emission_swahili_05h30_-_06h00_tu_20101111_part185,data\raw\audio\SWH-05-20101111_emission_swahili_05h30_-_06h00_tu_20101111_part185.wav,<music>,True,1,16000,4.99,
SWH-05-20101111_emission_swahili_05h30_-_06h00_tu_20101111_part186,data\raw\audio\SWH-05-20101111_emission_swahili_05h30_-_06h00_tu_20101111_part186.wav,<music>,True,1,16000,3.88,
SWH-05-20101111_emission_swahili_05h30_-_06h00_tu_20101111_part19,data\raw\audio\SWH-05-20101111_emission_swahili_05h30_-_06h00_tu_20101111_part19.wav,msemaji wa g20 kim yongkyong,True,1,16000,2.37,
SWH-05-20101111_emission_swahili_05h30_-_06h00_tu_20101111_part2,data\raw\audio\SWH-05-20101111_emission_swahili_05h30_-_06h00_tu_20101111_part2.wav,nii saa mbili unusu asubuhi afrika mashariki hii ni idhaa ya kiswahili ya redio france international,True,1,16000,5.82,
SWH-05-20101111_emission_swahili_05h30_-_06h00_tu_20101111_part20,data\raw\audio\SWH-05-20101111_emission_swahili_05h30_-_06h00_tu_20101111_part20.wav,umeshindwa kukubaliana katika mambo kadhaa na kwamba wamepanga kuendelea na mazungumzo,True,1,16000,4.57,
SWH-05-20101111_emission_swahili_05h30_-_06h00_tu_20101111_part21,data\raw\audio\SWH-05-20101111_emission_swahili_05h30_-_06h00_tu_20101111_part21.wav,china nayo imegeuzia kibao marekani ikisema mpango wake wa kuongeza dola katika mzunguko wake wa uchumi wa dunia,True,1,16000,5.74,
SWH-05-20101111_emission_swahili_05h30_-_06h00_tu_20101111_part22,data\raw\audio\SWH-05-20101111_emission_swahili_05h30_-_06h00_tu_20101111_part22.wav,utaibua vita vya kibiashara kama ile,True,1,16000,2.27,
SWH-05-20101111_emission_swahili_05h30_-_06h00_tu_20101111_part23,data\raw\audio\SWH-05-20101111_emission_swahili_05h30_-_06h00_tu_20101111_part23.wav,ya miaka elfu tisamia thelathini,True,1,16000,2.23,
SWH-05-20101111_emission_swahili_05h30_-_06h00_tu_20101111_part24,data\raw\audio\SWH-05-20101111_emission_swahili_05h30_-_06h00_tu_20101111_part24.wav,katika barua yake alowaandikia viongonzi wenzake wa g20,True,1,16000,3.24,
SWH-05-20101111_emission_swahili_05h30_-_06h00_tu_20101111_part25,data\raw\audio\SWH-05-20101111_emission_swahili_05h30_-_06h00_tu_20101111_part25.wav,rais barack obama wa marekani ameendelea kusisitiza kuwa,True,1,16000,3.18,
SWH-05-20101111_emission_swahili_05h30_-_06h00_tu_20101111_part26,data\raw\audio\SWH-05-20101111_emission_swahili_05h30_-_06h00_tu_20101111_part26.wav,mpango wa benki kuu ya nchi hiyo kuingiza katika uchumi wake kiasi cha dola bilioni mia sita,True,1,16000,4.89,
SWH-05-20101111_emission_swahili_05h30_-_06h00_tu_20101111_part27,data\raw\audio\SWH-05-20101111_emission_swahili_05h30_-_06h00_tu_20101111_part27.wav,ilikuyapa nafasi mataifa yanayoibuka kiuchumi,True,1,16000,2.8,
SWH-05-20101111_emission_swahili_05h30_-_06h00_tu_20101111_part28,data\raw\audio\SWH-05-20101111_emission_swahili_05h30_-_06h00_tu_20101111_part28.wav,kutoa mchango wao katika shirika hiyo,True,1,16000,2.22,
SWH-05-20101111_emission_swahili_05h30_-_06h00_tu_20101111_part29,data\raw\audio\SWH-05-20101111_emission_swahili_05h30_-_06h00_tu_20101111_part29.wav,wanafunzi hao waliokuwa na gadhabu walisababisha hasara kubwa kwa kuweza kuharibu majengo katika makao makuu ya chama cha,True,1,16000,5.81,
SWH-05-20101111_emission_swahili_05h30_-_06h00_tu_20101111_part3,data\raw\audio\SWH-05-20101111_emission_swahili_05h30_-_06h00_tu_20101111_part3.wav,dar es salaam tanzania ikiwa ni siku ya alhamisi tarehe kumi na moja mwezi wa kumi na moja,True,1,16000,4.68,
SWH-05-20101111_emission_swahili_05h30_-_06h00_tu_20101111_part30,data\raw\audio\SWH-05-20101111_emission_swahili_05h30_-_06h00_tu_20101111_part30.wav,conservative na kupinga sera iliyotangazwa na waziri mkuu wa,True,1,16000,3.34,
SWH-05-20101111_emission_swahili_05h30_-_06h00_tu_20101111_part31,data\raw\audio\SWH-05-20101111_emission_swahili_05h30_-_06h00_tu_20101111_part31.wav,kwa uaamuzi ambao umetetewa vikali na waziri na naibu waziri mkuu wa nchini humo nick,True,1,16000,4.49,
SWH-05-20101111_emission_swahili_05h30_-_06h00_tu_20101111_part32,data\raw\audio\SWH-05-20101111_emission_swahili_05h30_-_06h00_tu_20101111_part32.wav,ambae anasema kuwa mpango huo haunuwii,True,1,16000,2.34,
SWH-05-20101111_emission_swahili_05h30_-_06h00_tu_20101111_part33,data\raw\audio\SWH-05-20101111_emission_swahili_05h30_-_06h00_tu_20101111_part33.wav,kuwanyanyasa wanafunzi badala yake unanuua,True,1,16000,2.17,
SWH-05-20101111_emission_swahili_05h30_-_06h00_tu_20101111_part34,data\raw\audio\SWH-05-20101111_emission_swahili_05h30_-_06h00_tu_20101111_part34.wav,kuinua uchumi wa taifa hilo la uingereza,True,1,16000,2.88,
SWH-05-20101111_emission_swahili_05h30_-_06h00_tu_20101111_part35,data\raw\audio\SWH-05-20101111_emission_swahili_05h30_-_06h00_tu_20101111_part35.wav,wanakutana leo hii alhamisi kumteua spika wa mbunge hilo ikiwa nihatua ya kwanza ya kuunda serikali nchini humo,True,1,16000,5.14,
SWH-05-20101111_emission_swahili_05h30_-_06h00_tu_20101111_part36,data\raw\audio\SWH-05-20101111_emission_swahili_05h30_-_06h00_tu_20101111_part36.wav,na hivyo kumaliza miezi yakutokuwepo kwa serikali nchini humo,True,1,16000,2.99,
SWH-05-20101111_emission_swahili_05h30_-_06h00_tu_20101111_part37,data\raw\audio\SWH-05-20101111_emission_swahili_05h30_-_06h00_tu_20101111_part37.wav,wabunge hao wanakutana huku waziri mkuu wa zamani yarde alawi,True,1,16000,3.65,
SWH-05-20101111_emission_swahili_05h30_-_06h00_tu_20101111_part38,data\raw\audio\SWH-05-20101111_emission_swahili_05h30_-_06h00_tu_20101111_part38.wav,aliyeshinda uchaguzi huo wa mwezi machi mwaka huu na ambae,True,1,16000,3.31,
SWH-05-20101111_emission_swahili_05h30_-_06h00_tu_20101111_part39,data\raw\audio\SWH-05-20101111_emission_swahili_05h30_-_06h00_tu_20101111_part39.wav,anapata uugwaji mkono kutoka kwa kundi la iria,True,1,16000,2.33,
SWH-05-20101111_emission_swahili_05h30_-_06h00_tu_20101111_part4,data\raw\audio\SWH-05-20101111_emission_swahili_05h30_-_06h00_tu_20101111_part4.wav,mwaka wa elfu mbili na kumi ambapo kumekuandalia habari michezo na makala,True,1,16000,4.08,
SWH-05-20101111_emission_swahili_05h30_-_06h00_tu_20101111_part40,data\raw\audio\SWH-05-20101111_emission_swahili_05h30_-_06h00_tu_20101111_part40.wav,akisaka mbinu za kushinda wadhifa huo spika na hivyo kuwa na nafasi nzuri,True,1,16000,4.58,
SWH-05-20101111_emission_swahili_05h30_-_06h00_tu_20101111_part41,data\raw\audio\SWH-05-20101111_emission_swahili_05h30_-_06h00_tu_20101111_part41.wav,yakuweza kuwa katika hali ya kuweza kudhibiti bunge hilo,True,1,16000,2.88,
SWH-05-20101111_emission_swahili_05h30_-_06h00_tu_20101111_part42,data\raw\audio\SWH-05-20101111_emission_swahili_05h30_-_06h00_tu_20101111_part42.wav,zaidi ya watu elfu kumi nchini humo tayari wameambukizwa ugonjwa huo,True,1,16000,3.19,
SWH-05-20101111_emission_swahili_05h30_-_06h00_tu_20101111_part43,data\raw\audio\SWH-05-20101111_emission_swahili_05h30_-_06h00_tu_20101111_part43.wav,na kulazwa katika hospitali mbalimbali nchini humo wanakopata matibabu,True,1,16000,3.57,
SWH-05-20101111_emission_swahili_05h30_-_06h00_tu_20101111_part44,data\raw\audio\SWH-05-20101111_emission_swahili_05h30_-_06h00_tu_20101111_part44.wav,madaktari katika jiji kuu hilo wanasema kuwa wameshangazwa na namna ugonjwa huo unavyo samba,True,1,16000,5.03,
SWH-05-20101111_emission_swahili_05h30_-_06h00_tu_20101111_part45,data\raw\audio\SWH-05-20101111_emission_swahili_05h30_-_06h00_tu_20101111_part45.wav,jambo ambalo maafisa wa usalama maafisa wa afya na usalama nchini humo,True,1,16000,3.66,
SWH-05-20101111_emission_swahili_05h30_-_06h00_tu_20101111_part46,data\raw\audio\SWH-05-20101111_emission_swahili_05h30_-_06h00_tu_20101111_part46.wav,israel kuendelea na ujenzi wake wa makazi,True,1,16000,2.67,
SWH-05-20101111_emission_swahili_05h30_-_06h00_tu_20101111_part47,data\raw\audio\SWH-05-20101111_emission_swahili_05h30_-_06h00_tu_20101111_part47.wav,ya walowezi wa kiyahudi katika eneo la ukingo wa magharibi,True,1,16000,3.17,
SWH-05-20101111_emission_swahili_05h30_-_06h00_tu_20101111_part48,data\raw\audio\SWH-05-20101111_emission_swahili_05h30_-_06h00_tu_20101111_part48.wav,na hii hapa taarifa yake hillary clinton akielezea namna,True,1,16000,2.78,
SWH-05-20101111_emission_swahili_05h30_-_06h00_tu_20101111_part49,data\raw\audio\SWH-05-20101111_emission_swahili_05h30_-_06h00_tu_20101111_part49.wav,na waziri mkuu wa israel benjamin netanyahu,True,1,16000,2.26,
SWH-05-20101111_emission_swahili_05h30_-_06h00_tu_20101111_part5,data\raw\audio\SWH-05-20101111_emission_swahili_05h30_-_06h00_tu_20101111_part5.wav,tunaanza na taarifa ya habari lakini kwanza tunayapa uzito yale tuliokwandalia asubuhi,True,1,16000,4.46,
SWH-05-20101111_emission_swahili_05h30_-_06h00_tu_20101111_part50,data\raw\audio\SWH-05-20101111_emission_swahili_05h30_-_06h00_tu_20101111_part50.wav,naam huyu hi waziri wa mambo ya nchi ya marekani bi hillary clinton akitangaza,True,1,16000,4.46,
SWH-05-20101111_emission_swahili_05h30_-_06h00_tu_20101111_part51,data\raw\audio\SWH-05-20101111_emission_swahili_05h30_-_06h00_tu_20101111_part51.wav,msaada wa marekani kutoa dola milioni mia moja na hamsini,True,1,16000,4.04,
SWH-05-20101111_emission_swahili_05h30_-_06h00_tu_20101111_part52,data\raw\audio\SWH-05-20101111_emission_swahili_05h30_-_06h00_tu_20101111_part52.wav,ilipotangaza kuwa inaondolea vikwazo vya kiuchumi,True,1,16000,3.3,
SWH-05-20101111_emission_swahili_05h30_-_06h00_tu_20101111_part53,data\raw\audio\SWH-05-20101111_emission_swahili_05h30_-_06h00_tu_20101111_part53.wav,baada ya israel kupata msukumo huo kutoka katika jamii ya kimataifa,True,1,16000,3.44,
